"trial_type","trial_index","time_elapsed","internal_node_id","subject","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","4025","0.0-0.0","1138","digit-span","true","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","8402","0.0-1.0","1138","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","16534","0.0-2.0-0.0","1138","digit-span","true","0","","8126.300000190735","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","20367","0.0-2.0-1.0","1138","digit-span","true","0","","3830.7999997138977","","","instruction","[{""page_index"":0,""viewing_time"":3829.199999809265}]","","","","","","","","","","","","","",""
"instructions","4","35349","0.0-2.0-2.0","1138","digit-span","true","0","","13979.300000190735","","","instruction","[{""page_index"":0,""viewing_time"":13978.599999904633}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","37364","0.0-3.0-0.0","1138","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","40776","0.0-3.0-1.0","1138","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","46389","0.0-3.0-2.0","1138","digit-span","true","0","","5606","","","response","","","","","","5606","1000","test","2,9","2","SubmitButton","5606","2,9","forward","true"
"html-keyboard-response","8","47399","0.0-3.0-3.0","1138","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","50805","0.0-3.0-4.0","1138","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","55634","0.0-3.0-5.0","1138","digit-span","true","0","","4826","","","response","","","","","","4826","1000","test","4,6","2","SubmitButton","4826","4,6","forward","true"
"html-keyboard-response","11","56641","0.0-4.0-0.0","1138","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","12","61248","0.0-4.0-1.0","1138","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","3,8,6","3","","","","",""
"single-stim-button","13","65859","0.0-4.0-2.0","1138","digit-span","true","0","","4609","","","response","","","","","","4609","1000","test","3,8,6","3","SubmitButton","4609","3,8,6","forward","true"
"html-keyboard-response","14","66867","0.0-4.0-3.0","1138","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","15","71475","0.0-4.0-4.0","1138","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","6,1,2","3","","","","",""
"single-stim-button","16","76093","0.0-4.0-5.0","1138","digit-span","true","0","","4616","","","response","","","","","","4616","1000","test","6,1,2","3","SubmitButton","4616","6,1,2","forward","true"
"html-keyboard-response","17","77103","0.0-5.0-0.0","1138","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","18","82909","0.0-5.0-1.0","1138","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","3,4,1,7","4","","","","",""
"single-stim-button","19","89017","0.0-5.0-2.0","1138","digit-span","true","0","","6106","","","response","","","","","","6106","1000","test","3,4,1,7","4","SubmitButton","6106","3,4,1,7","forward","true"
"html-keyboard-response","20","90028","0.0-5.0-3.0","1138","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","21","95837","0.0-5.0-4.0","1138","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","6,1,5,8","4","","","","",""
"single-stim-button","22","100444","0.0-5.0-5.0","1138","digit-span","true","0","","4604","","","response","","","","","","4604","1000","test","6,1,5,8","4","SubmitButton","4604","6,1,5,8","forward","true"
"html-keyboard-response","23","101450","0.0-6.0-0.0","1138","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","24","108457","0.0-6.0-1.0","1138","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000]","6000","0","test","8,4,2,3,9","5","","","","",""
"single-stim-button","25","115396","0.0-6.0-2.0","1138","digit-span","true","0","","6936","","","response","","","","","","6936","1000","test","8,4,2,3,9","5","SubmitButton","6936","8,4,3,2,9","forward","false"
"html-keyboard-response","26","116399","0.0-6.0-3.0","1138","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
