"trial_type","trial_index","time_elapsed","internal_node_id","subject","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","1573","0.0-0.0","1017","digit-span","false","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","14984","0.0-1.0","1017","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","17607","0.0-2.0-0.0","1017","digit-span","true","0","","2619.9000000953674","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","20239","0.0-2.0-1.0","1017","digit-span","true","0","","2631.5","","","instruction","[{""page_index"":0,""viewing_time"":2631.2999999523163}]","","","","","","","","","","","","","",""
"instructions","4","22084","0.0-2.0-2.0","1017","digit-span","true","0","","842.7000000476837","","","instruction","[{""page_index"":0,""viewing_time"":842.4000000953674}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","24087","0.0-3.0-0.0","1017","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","27490","0.0-3.0-1.0","1017","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","31446","0.0-3.0-2.0","1017","digit-span","true","0","","3954","","","response","","","","","","3954","1000","test","2,9","2","SubmitButton","3954","2,9","forward","true"
"html-keyboard-response","8","32447","0.0-3.0-3.0","1017","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","35853","0.0-3.0-4.0","1017","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","38703","0.0-3.0-5.0","1017","digit-span","true","0","","2850","","","response","","","","","","2850","1000","test","4,6","2","SubmitButton","2850","4,6","forward","true"
"html-keyboard-response","11","39708","0.0-4.0-0.0","1017","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","12","44317","0.0-4.0-1.0","1017","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","3,8,6","3","","","","",""
"single-stim-button","13","49457","0.0-4.0-2.0","1017","digit-span","true","0","","5140","","","response","","","","","","5140","1000","test","3,8,6","3","SubmitButton","5140","3,8,6","forward","true"
"html-keyboard-response","14","50458","0.0-4.0-3.0","1017","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","15","55064","0.0-4.0-4.0","1017","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","6,1,2","3","","","","",""
"single-stim-button","16","60428","0.0-4.0-5.0","1017","digit-span","true","0","","5364","","","response","","","","","","5364","1000","test","6,1,2","3","SubmitButton","5364","6,1,2","forward","true"
"html-keyboard-response","17","61433","0.0-5.0-0.0","1017","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","18","67240","0.0-5.0-1.0","1017","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","3,4,1,7","4","","","","",""
"single-stim-button","19","72330","0.0-5.0-2.0","1017","digit-span","true","0","","5089","","","response","","","","","","5089","1000","test","3,4,1,7","4","SubmitButton","5089","3,4,1,7","forward","true"
"html-keyboard-response","20","73332","0.0-5.0-3.0","1017","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","21","79141","0.0-5.0-4.0","1017","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","6,1,5,8","4","","","","",""
"single-stim-button","22","86530","0.0-5.0-5.0","1017","digit-span","true","0","","7389","","","response","","","","","","7389","1000","test","6,1,5,8","4","SubmitButton","7389","6,1,5,8","forward","true"
"html-keyboard-response","23","87536","0.0-6.0-0.0","1017","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","24","94540","0.0-6.0-1.0","1017","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000]","6000","0","test","8,4,2,3,9","5","","","","",""
"single-stim-button","25","102302","0.0-6.0-2.0","1017","digit-span","true","0","","7761","","","response","","","","","","7761","1000","test","8,4,2,3,9","5","SubmitButton","7761","5,3,2,4","forward","false"
"html-keyboard-response","26","103307","0.0-6.0-3.0","1017","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","27","110311","0.0-6.0-4.0","1017","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000]","6000","0","test","5,2,1,8,6","5","","","","",""
"single-stim-button","28","116480","0.0-6.0-5.0","1017","digit-span","true","0","","6167","","","response","","","","","","6167","1000","test","5,2,1,8,6","5","SubmitButton","6167","5,2,1,8,6","forward","true"
"html-keyboard-response","29","117481","0.0-7.0-0.0","1017","digit-span","true","0","","null","<div class = centerbox><div class = center-text>6 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
