"trial_type","trial_index","time_elapsed","internal_node_id","subject","order","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","3525","0.0-0.0","2132","2","digit-span","true","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","10936","0.0-1.0","2132","2","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","15708","0.0-2.0-0.0","2132","2","digit-span","true","0","","4769.700000047684","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","54290","0.0-2.0-1.0","2132","2","digit-span","true","0","","38580.799999952316","","","instruction","[{""page_index"":0,""viewing_time"":38580.299999952316}]","","","","","","","","","","","","","",""
"instructions","4","68843","0.0-2.0-2.0","2132","2","digit-span","true","0","","13546","","","instruction","[{""page_index"":0,""viewing_time"":13545.5}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","70865","0.0-3.0-0.0","2132","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","74295","0.0-3.0-1.0","2132","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","78490","0.0-3.0-2.0","2132","2","digit-span","true","0","","4193","","","response","","","","","","4193","1000","test","2,9","2","SubmitButton","4193","2,9","forward","true"
"html-keyboard-response","8","79500","0.0-3.0-3.0","2132","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","82917","0.0-3.0-4.0","2132","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","92166","0.0-3.0-5.0","2132","2","digit-span","true","0","","9247","","","response","","","","","","9247","1000","test","4,6","2","SubmitButton","9247","4,6","forward","true"
"html-keyboard-response","11","93179","0.0-4.0-0.0","2132","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","12","97801","0.0-4.0-1.0","2132","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","3,8,6","3","","","","",""
"single-stim-button","13","108700","0.0-4.0-2.0","2132","2","digit-span","true","0","","10897","","","response","","","","","","10897","1000","test","3,8,6","3","SubmitButton","10897","3","forward","false"
"html-keyboard-response","14","109705","0.0-4.0-3.0","2132","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","15","114313","0.0-4.0-4.0","2132","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","6,1,2","3","","","","",""
"single-stim-button","16","120785","0.0-4.0-5.0","2132","2","digit-span","true","0","","6471","","","response","","","","","","6471","1000","test","6,1,2","3","SubmitButton","6471","6,1,2","forward","true"
"html-keyboard-response","17","121794","0.0-5.0-0.0","2132","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","18","127612","0.0-5.0-1.0","2132","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","3,4,1,7","4","","","","",""
"single-stim-button","19","135489","0.0-5.0-2.0","2132","2","digit-span","true","0","","7875","","","response","","","","","","7875","1000","test","3,4,1,7","4","SubmitButton","7875","3,4,1,7","forward","true"
"html-keyboard-response","20","136499","0.0-5.0-3.0","2132","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","21","142322","0.0-5.0-4.0","2132","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","6,1,5,8","4","","","","",""
"single-stim-button","22","147043","0.0-5.0-5.0","2132","2","digit-span","true","0","","4719","","","response","","","","","","4719","1000","test","6,1,5,8","4","SubmitButton","4719","6,1,5,8","forward","true"
"html-keyboard-response","23","148050","0.0-6.0-0.0","2132","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
