"trial_type","trial_index","time_elapsed","internal_node_id","subject","order","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","3156","0.0-0.0","1289","1","digit-span","true","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","11304","0.0-1.0","1289","1","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","21030","0.0-2.0-0.0","1289","1","digit-span","true","0","","9723","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","35302","0.0-2.0-1.0","1289","1","digit-span","true","0","","14272","","","instruction","[{""page_index"":0,""viewing_time"":14271}]","","","","","","","","","","","","","",""
"instructions","4","95204","0.0-2.0-2.0","1289","1","digit-span","true","0","","58902","","","instruction","[{""page_index"":0,""viewing_time"":58902}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","97209","0.0-3.0-0.0","1289","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","100616","0.0-3.0-1.0","1289","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","103927","0.0-3.0-2.0","1289","1","digit-span","true","0","","3308","","","response","","","","","","3308","1000","test","2,9","2","SubmitButton","3308","2,9","forward","true"
"html-keyboard-response","8","104931","0.0-3.0-3.0","1289","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","108334","0.0-3.0-4.0","1289","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
