"trial_type","trial_index","time_elapsed","internal_node_id","subject","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","2351","0.0-0.0","1020","digit-span","true","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","8512","0.0-1.0","1020","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","14521","0.0-2.0-0.0","1020","digit-span","true","0","","6003.200000000186","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","32718","0.0-2.0-1.0","1020","digit-span","true","0","","18194.700000000186","","","instruction","[{""page_index"":0,""viewing_time"":18193.900000000373}]","","","","","","","","","","","","","",""
"instructions","4","44190","0.0-2.0-2.0","1020","digit-span","true","0","","10468.5","","","instruction","[{""page_index"":0,""viewing_time"":10467.799999999814}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","46206","0.0-3.0-0.0","1020","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","49627","0.0-3.0-1.0","1020","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","53967","0.0-3.0-2.0","1020","digit-span","true","0","","4332","","","response","","","","","","4332","1000","test","2,9","2","SubmitButton","4332","2,9","forward","true"
"html-keyboard-response","8","54973","0.0-3.0-3.0","1020","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","58383","0.0-3.0-4.0","1020","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","62644","0.0-3.0-5.0","1020","digit-span","true","0","","4255","","","response","","","","","","4255","1000","test","4,6","2","SubmitButton","4255","4,6","forward","true"
"html-keyboard-response","11","63649","0.0-4.0-0.0","1020","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","12","68256","0.0-4.0-1.0","1020","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","3,8,6","3","","","","",""
"single-stim-button","13","71102","0.0-4.0-2.0","1020","digit-span","true","0","","2840","","","response","","","","","","2840","1000","test","3,8,6","3","SubmitButton","2840","3,8,6","forward","true"
"html-keyboard-response","14","72106","0.0-4.0-3.0","1020","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","15","76714","0.0-4.0-4.0","1020","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","6,1,2","3","","","","",""
"single-stim-button","16","79983","0.0-4.0-5.0","1020","digit-span","true","0","","3263","","","response","","","","","","3263","1000","test","6,1,2","3","SubmitButton","3263","6,1,2","forward","true"
"html-keyboard-response","17","80987","0.0-5.0-0.0","1020","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","18","86792","0.0-5.0-1.0","1020","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","3,4,1,7","4","","","","",""
"single-stim-button","19","90976","0.0-5.0-2.0","1020","digit-span","true","0","","4179","","","response","","","","","","4179","1000","test","3,4,1,7","4","SubmitButton","4179","3,4,1,7","forward","true"
