"trial_type","trial_index","time_elapsed","internal_node_id","subject","order","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","3073","0.0-0.0","2176","2","digit-span","true","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","13835","0.0-1.0","2176","2","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","23058","0.0-2.0-0.0","2176","2","digit-span","true","0","","9216.100000000559","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","29904","0.0-2.0-1.0","2176","2","digit-span","true","0","","6844.299999999814","","","instruction","[{""page_index"":0,""viewing_time"":6843.399999999441}]","","","","","","","","","","","","","",""
"instructions","4","69372","0.0-2.0-2.0","2176","2","digit-span","true","0","","38462.799999999814","","","instruction","[{""page_index"":0,""viewing_time"":38462}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","71388","0.0-3.0-0.0","2176","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","74812","0.0-3.0-1.0","2176","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","79382","0.0-3.0-2.0","2176","2","digit-span","true","0","","4563","","","response","","","","","","4563","1000","test","2,9","2","SubmitButton","4563","2,9","forward","true"
"html-keyboard-response","8","80388","0.0-3.0-3.0","2176","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","83803","0.0-3.0-4.0","2176","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","87283","0.0-3.0-5.0","2176","2","digit-span","true","0","","3476","","","response","","","","","","3476","1000","test","4,6","2","SubmitButton","3476","4,6","forward","true"
"html-keyboard-response","11","88291","0.0-4.0-0.0","2176","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","12","92907","0.0-4.0-1.0","2176","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","3,8,6","3","","","","",""
"single-stim-button","13","97901","0.0-4.0-2.0","2176","2","digit-span","true","0","","4990","","","response","","","","","","4990","1000","test","3,8,6","3","SubmitButton","4990","3,8,6","forward","true"
"html-keyboard-response","14","98908","0.0-4.0-3.0","2176","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","15","103524","0.0-4.0-4.0","2176","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","6,1,2","3","","","","",""
"single-stim-button","16","108065","0.0-4.0-5.0","2176","2","digit-span","true","0","","4538","","","response","","","","","","4538","1000","test","6,1,2","3","SubmitButton","4538","6,1,2","forward","true"
"html-keyboard-response","17","109076","0.0-5.0-0.0","2176","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","18","114892","0.0-5.0-1.0","2176","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","3,4,1,7","4","","","","",""
"single-stim-button","19","121196","0.0-5.0-2.0","2176","2","digit-span","true","0","","6300","","","response","","","","","","6300","1000","test","3,4,1,7","4","SubmitButton","6300","3,4,1,7","forward","true"
"html-keyboard-response","20","122203","0.0-5.0-3.0","2176","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","21","128019","0.0-5.0-4.0","2176","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","6,1,5,8","4","","","","",""
"single-stim-button","22","133999","0.0-5.0-5.0","2176","2","digit-span","true","0","","5976","","","response","","","","","","5976","1000","test","6,1,5,8","4","SubmitButton","5976","6,1,5,8","forward","true"
"html-keyboard-response","23","135004","0.0-6.0-0.0","2176","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","24","142020","0.0-6.0-1.0","2176","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000]","6000","0","test","8,4,2,3,9","5","","","","",""
"single-stim-button","25","149113","0.0-6.0-2.0","2176","2","digit-span","true","0","","7089","","","response","","","","","","7089","1000","test","8,4,2,3,9","5","SubmitButton","7089","8,4,3,2,9","forward","false"
"html-keyboard-response","26","150124","0.0-6.0-3.0","2176","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
