"trial_type","trial_index","time_elapsed","internal_node_id","subject","order","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","518","0.0-0.0","2220","2","digit-span","false","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","4488","0.0-1.0","2220","2","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","11187","0.0-2.0-0.0","2220","2","digit-span","true","0","","6698","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","20712","0.0-2.0-1.0","2220","2","digit-span","true","0","","9524.5","","","instruction","[{""page_index"":0,""viewing_time"":9524.300000011921}]","","","","","","","","","","","","","",""
"instructions","4","28068","0.0-2.0-2.0","2220","2","digit-span","true","0","","6353.399999976158","","","instruction","[{""page_index"":0,""viewing_time"":6353.199999988079}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","30075","0.0-3.0-0.0","2220","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","33485","0.0-3.0-1.0","2220","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","38243","0.0-3.0-2.0","2220","2","digit-span","true","0","","4757","","","response","","","","","","4757","1000","test","2,9","2","SubmitButton","4757","2,9","forward","true"
"html-keyboard-response","8","39246","0.0-3.0-3.0","2220","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","42650","0.0-3.0-4.0","2220","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","46613","0.0-3.0-5.0","2220","2","digit-span","true","0","","3963","","","response","","","","","","3963","1000","test","4,6","2","SubmitButton","3963","4,6","forward","true"
"html-keyboard-response","11","47614","0.0-4.0-0.0","2220","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
