"trial_type","trial_index","time_elapsed","internal_node_id","subject","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","2147","0.0-0.0","1031","digit-span","true","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","7167","0.0-1.0","1031","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","15038","0.0-2.0-0.0","1031","digit-span","true","0","","7869.9000000059605","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","18225","0.0-2.0-1.0","1031","digit-span","true","0","","3185.600000023842","","","instruction","[{""page_index"":0,""viewing_time"":3184.9000000059605}]","","","","","","","","","","","","","",""
"instructions","4","20464","0.0-2.0-2.0","1031","digit-span","true","0","","1238.7999999821186","","","instruction","[{""page_index"":0,""viewing_time"":1238.3999999761581}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","22484","0.0-3.0-0.0","1031","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","25891","0.0-3.0-1.0","1031","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","31288","0.0-3.0-2.0","1031","digit-span","true","0","","5395","","","response","","","","","","5395","1000","test","2,9","2","SubmitButton","5395","2,9","forward","true"
"html-keyboard-response","8","32292","0.0-3.0-3.0","1031","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","35696","0.0-3.0-4.0","1031","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","41222","0.0-3.0-5.0","1031","digit-span","true","0","","5524","","","response","","","","","","5524","1000","test","4,6","2","SubmitButton","5524","4,6","forward","true"
"html-keyboard-response","11","42225","0.0-4.0-0.0","1031","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","12","46829","0.0-4.0-1.0","1031","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","3,8,6","3","","","","",""
"single-stim-button","13","70724","0.0-4.0-2.0","1031","digit-span","true","0","","23893","","","response","","","","","","23893","1000","test","3,8,6","3","SubmitButton","23893","3,8,6","forward","true"
"html-keyboard-response","14","71742","0.0-4.0-3.0","1031","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","15","76347","0.0-4.0-4.0","1031","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","6,1,2","3","","","","",""
"single-stim-button","16","81076","0.0-4.0-5.0","1031","digit-span","true","0","","4727","","","response","","","","","","4727","1000","test","6,1,2","3","SubmitButton","4727","6,1,2","forward","true"
"html-keyboard-response","17","82079","0.0-5.0-0.0","1031","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","18","87883","0.0-5.0-1.0","1031","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","3,4,1,7","4","","","","",""
"single-stim-button","19","92539","0.0-5.0-2.0","1031","digit-span","true","0","","4654","","","response","","","","","","4654","1000","test","3,4,1,7","4","SubmitButton","4654","3,4,1,7","forward","true"
