"trial_type","trial_index","time_elapsed","internal_node_id","subject","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","1569","0.0-0.0","1001","digit-span","true","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","6423","0.0-1.0","1001","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","10829","0.0-2.0-0.0","1001","digit-span","true","0","","4404.975000070408","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","15266","0.0-2.0-1.0","1001","digit-span","true","0","","4436.585000017658","","","instruction","[{""page_index"":0,""viewing_time"":4436.455000075512}]","","","","","","","","","","","","","",""
"instructions","4","20970","0.0-2.0-2.0","1001","digit-span","true","0","","4703.125","","","instruction","[{""page_index"":0,""viewing_time"":4703.025000053458}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","22973","0.0-3.0-0.0","1001","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","26378","0.0-3.0-1.0","1001","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","32478","0.0-3.0-2.0","1001","digit-span","true","0","","6099","","","response","","","","","","6099","1000","test","2,9","2","SubmitButton","6099","2,9","forward","true"
"html-keyboard-response","8","33480","0.0-3.0-3.0","1001","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","36883","0.0-3.0-4.0","1001","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","48878","0.0-3.0-5.0","1001","digit-span","true","0","","11993","","","response","","","","","","11993","1000","test","4,6","2","SubmitButton","11993","4,6","forward","true"
"html-keyboard-response","11","49879","0.0-4.0-0.0","1001","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","12","54482","0.0-4.0-1.0","1001","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","3,8,6","3","","","","",""
"single-stim-button","13","61368","0.0-4.0-2.0","1001","digit-span","true","0","","6884","","","response","","","","","","6884","1000","test","3,8,6","3","SubmitButton","6884","3,8,6","forward","true"
"html-keyboard-response","14","62370","0.0-4.0-3.0","1001","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","15","66973","0.0-4.0-4.0","1001","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","6,1,2","3","","","","",""
"single-stim-button","16","71148","0.0-4.0-5.0","1001","digit-span","true","0","","4175","","","response","","","","","","4175","1000","test","6,1,2","3","SubmitButton","4175","6,1,2","forward","true"
"html-keyboard-response","17","72150","0.0-5.0-0.0","1001","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","18","77952","0.0-5.0-1.0","1001","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","3,4,1,7","4","","","","",""
"single-stim-button","19","83515","0.0-5.0-2.0","1001","digit-span","true","0","","5562","","","response","","","","","","5562","1000","test","3,4,1,7","4","SubmitButton","5562","3,4,1,7","forward","true"
"html-keyboard-response","20","84517","0.0-5.0-3.0","1001","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","21","90320","0.0-5.0-4.0","1001","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","6,1,5,8","4","","","","",""
"single-stim-button","22","97152","0.0-5.0-5.0","1001","digit-span","true","0","","6831","","","response","","","","","","6831","1000","test","6,1,5,8","4","SubmitButton","6831","6,4,1,8","forward","false"
"html-keyboard-response","23","98154","0.0-6.0-0.0","1001","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","24","105158","0.0-6.0-1.0","1001","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000]","6000","0","test","8,4,2,3,9","5","","","","",""
"single-stim-button","25","115143","0.0-6.0-2.0","1001","digit-span","true","0","","9984","","","response","","","","","","9984","1000","test","8,4,2,3,9","5","SubmitButton","9984","8,4,2,3,9","forward","true"
"html-keyboard-response","26","116144","0.0-6.0-3.0","1001","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","27","123147","0.0-6.0-4.0","1001","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000]","6000","0","test","5,2,1,8,6","5","","","","",""
"single-stim-button","28","127386","0.0-6.0-5.0","1001","digit-span","true","0","","4238","","","response","","","","","","4238","1000","test","5,2,1,8,6","5","SubmitButton","4238","5,2,1,8,6","forward","true"
"html-keyboard-response","29","128387","0.0-7.0-0.0","1001","digit-span","true","0","","null","<div class = centerbox><div class = center-text>6 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","30","136590","0.0-7.0-1.0","1001","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000,1000]","7200","0","test","3,8,9,1,7,4","6","","","","",""
"single-stim-button","31","143470","0.0-7.0-2.0","1001","digit-span","true","0","","6879","","","response","","","","","","6879","1000","test","3,8,9,1,7,4","6","SubmitButton","6879","3,8,9,1,7,4","forward","true"
"html-keyboard-response","32","144472","0.0-7.0-3.0","1001","digit-span","true","0","","null","<div class = centerbox><div class = center-text>6 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","33","152675","0.0-7.0-4.0","1001","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000,1000]","7200","0","test","7,9,6,4,8,3","6","","","","",""
"single-stim-button","34","164749","0.0-7.0-5.0","1001","digit-span","true","0","","12073","","","response","","","","","","12073","1000","test","7,9,6,4,8,3","6","SubmitButton","12073","7,9,6,4,8,3","forward","true"
