"trial_type","trial_index","time_elapsed","internal_node_id","subject","order","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","2497","0.0-0.0","1308","2","digit-span","false","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","5177","0.0-1.0","1308","2","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","8029","0.0-2.0-0.0","1308","2","digit-span","true","0","","2848","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","14000","0.0-2.0-1.0","1308","2","digit-span","true","0","","5971","","","instruction","[{""page_index"":0,""viewing_time"":5970}]","","","","","","","","","","","","","",""
"instructions","4","17177","0.0-2.0-2.0","1308","2","digit-span","true","0","","2167","","","instruction","[{""page_index"":0,""viewing_time"":2167}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","19208","0.0-3.0-0.0","1308","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","22627","0.0-3.0-1.0","1308","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","24946","0.0-3.0-2.0","1308","2","digit-span","true","0","","2316","","","response","","","","","","2316","1000","test","2,9","2","SubmitButton","2316","2,9","forward","true"
"html-keyboard-response","8","25951","0.0-3.0-3.0","1308","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","29368","0.0-3.0-4.0","1308","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","34899","0.0-3.0-5.0","1308","2","digit-span","true","0","","5529","","","response","","","","","","5529","1000","test","4,6","2","SubmitButton","5529","4,6","forward","true"
"html-keyboard-response","11","35913","0.0-4.0-0.0","1308","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","12","40551","0.0-4.0-1.0","1308","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","3,8,6","3","","","","",""
"single-stim-button","13","43931","0.0-4.0-2.0","1308","2","digit-span","true","0","","3377","","","response","","","","","","3377","1000","test","3,8,6","3","SubmitButton","3377","3,8,6","forward","true"
"html-keyboard-response","14","44951","0.0-4.0-3.0","1308","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","15","49583","0.0-4.0-4.0","1308","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","6,1,2","3","","","","",""
"single-stim-button","16","52219","0.0-4.0-5.0","1308","2","digit-span","true","0","","2636","","","response","","","","","","2636","1000","test","6,1,2","3","SubmitButton","2636","6,1,2","forward","true"
"html-keyboard-response","17","53231","0.0-5.0-0.0","1308","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","18","59068","0.0-5.0-1.0","1308","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","3,4,1,7","4","","","","",""
"single-stim-button","19","61993","0.0-5.0-2.0","1308","2","digit-span","true","0","","2924","","","response","","","","","","2924","1000","test","3,4,1,7","4","SubmitButton","2924","3,4,1,7","forward","true"
