"trial_type","trial_index","time_elapsed","internal_node_id","subject","order","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","2783","0.0-0.0","2064","2","digit-span","true","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","7146","0.0-1.0","2064","2","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","20860","0.0-2.0-0.0","2064","2","digit-span","true","0","","13704.299999952316","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","27521","0.0-2.0-1.0","2064","2","digit-span","true","0","","6660.600000023842","","","instruction","[{""page_index"":0,""viewing_time"":6659.899999976158}]","","","","","","","","","","","","","",""
"instructions","4","30623","0.0-2.0-2.0","2064","2","digit-span","true","0","","2099.2000000476837","","","instruction","[{""page_index"":0,""viewing_time"":2098.900000035763}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","32643","0.0-3.0-0.0","2064","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","36056","0.0-3.0-1.0","2064","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","40124","0.0-3.0-2.0","2064","2","digit-span","true","0","","4066","","","response","","","","","","4066","1000","test","2,9","2","SubmitButton","4066","2,9","forward","true"
"html-keyboard-response","8","41130","0.0-3.0-3.0","2064","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","44544","0.0-3.0-4.0","2064","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","48005","0.0-3.0-5.0","2064","2","digit-span","true","0","","3460","","","response","","","","","","3460","1000","test","4,6","2","SubmitButton","3460","4,6","forward","true"
"html-keyboard-response","11","49007","0.0-4.0-0.0","2064","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","12","53625","0.0-4.0-1.0","2064","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","3,8,6","3","","","","",""
"single-stim-button","13","58018","0.0-4.0-2.0","2064","2","digit-span","true","0","","4392","","","response","","","","","","4392","1000","test","3,8,6","3","SubmitButton","4392","3,8,6","forward","true"
"html-keyboard-response","14","59026","0.0-4.0-3.0","2064","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","15","63642","0.0-4.0-4.0","2064","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","6,1,2","3","","","","",""
"single-stim-button","16","66917","0.0-4.0-5.0","2064","2","digit-span","true","0","","3274","","","response","","","","","","3274","1000","test","6,1,2","3","SubmitButton","3274","6,1,2","forward","true"
"html-keyboard-response","17","67920","0.0-5.0-0.0","2064","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","18","73735","0.0-5.0-1.0","2064","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","3,4,1,7","4","","","","",""
"single-stim-button","19","77863","0.0-5.0-2.0","2064","2","digit-span","true","0","","4125","","","response","","","","","","4125","1000","test","3,4,1,7","4","SubmitButton","4125","3,4,1,7","forward","true"
"html-keyboard-response","20","78874","0.0-5.0-3.0","2064","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","21","84690","0.0-5.0-4.0","2064","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","6,1,5,8","4","","","","",""
"single-stim-button","22","89559","0.0-5.0-5.0","2064","2","digit-span","true","0","","4868","","","response","","","","","","4868","1000","test","6,1,5,8","4","SubmitButton","4868","6,1,5,8","forward","true"
"html-keyboard-response","23","90571","0.0-6.0-0.0","2064","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","24","97583","0.0-6.0-1.0","2064","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000]","6000","0","test","8,4,2,3,9","5","","","","",""
"single-stim-button","25","103251","0.0-6.0-2.0","2064","2","digit-span","true","0","","5666","","","response","","","","","","5666","1000","test","8,4,2,3,9","5","SubmitButton","5666","8,4,2,3,9","forward","true"
"html-keyboard-response","26","104259","0.0-6.0-3.0","2064","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
