"trial_type","trial_index","time_elapsed","internal_node_id","subject","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","1769","0.0-0.0","100500","digit-span","false","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","54366","0.0-1.0","100500","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","60581","0.0-2.0-0.0","100500","digit-span","true","0","","6213","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","64675","0.0-2.0-1.0","100500","digit-span","true","0","","4089","","","instruction","[{""page_index"":0,""viewing_time"":4089}]","","","","","","","","","","","","","",""
"instructions","4","70406","0.0-2.0-2.0","100500","digit-span","true","0","","4728","","","instruction","[{""page_index"":0,""viewing_time"":4727}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","72411","0.0-3.0-0.0","100500","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","75818","0.0-3.0-1.0","100500","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","78992","0.0-3.0-2.0","100500","digit-span","true","0","","3170","","","response","","","","","","3170","1000","test","2,9","2","SubmitButton","3170","2,9","forward","true"
"html-keyboard-response","8","79996","0.0-3.0-3.0","100500","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","83397","0.0-3.0-4.0","100500","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","86257","0.0-3.0-5.0","100500","digit-span","true","0","","2854","","","response","","","","","","2854","1000","test","4,6","2","SubmitButton","2854","4,6","forward","true"
"html-keyboard-response","11","87259","0.0-4.0-0.0","100500","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","12","91868","0.0-4.0-1.0","100500","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","3,8,6","3","","","","",""
"single-stim-button","13","94556","0.0-4.0-2.0","100500","digit-span","true","0","","2686","","","response","","","","","","2686","1000","test","3,8,6","3","SubmitButton","2686","3,8,6","forward","true"
"html-keyboard-response","14","95558","0.0-4.0-3.0","100500","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","15","100160","0.0-4.0-4.0","100500","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","6,1,2","3","","","","",""
"single-stim-button","16","104037","0.0-4.0-5.0","100500","digit-span","true","0","","3875","","","response","","","","","","3875","1000","test","6,1,2","3","SubmitButton","3875","6,1,1","forward","false"
"html-keyboard-response","17","105038","0.0-5.0-0.0","100500","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","18","110840","0.0-5.0-1.0","100500","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","3,4,1,7","4","","","","",""
"single-stim-button","19","113216","0.0-5.0-2.0","100500","digit-span","true","0","","2375","","","response","","","","","","2375","1000","test","3,4,1,7","4","SubmitButton","2375","8,7,8,9","forward","false"
"html-keyboard-response","20","114218","0.0-5.0-3.0","100500","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","21","120022","0.0-5.0-4.0","100500","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","6,1,5,8","4","","","","",""
"single-stim-button","22","122931","0.0-5.0-5.0","100500","digit-span","true","0","","2902","","","response","","","","","","2902","1000","test","6,1,5,8","4","SubmitButton","2902","5,4,5,6","forward","false"
