"trial_type","trial_index","time_elapsed","internal_node_id","subject","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","2419","0.0-0.0","10500","digit-span","true","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","6080","0.0-1.0","10500","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","10619","0.0-2.0-0.0","10500","digit-span","true","0","","4535.600000023842","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","20720","0.0-2.0-1.0","10500","digit-span","true","0","","10100.5","","","instruction","[{""page_index"":0,""viewing_time"":10100}]","","","","","","","","","","","","","",""
"instructions","4","29164","0.0-2.0-2.0","10500","digit-span","true","0","","7433","","","instruction","[{""page_index"":0,""viewing_time"":7432.600000023842}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","31188","0.0-3.0-0.0","10500","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","34617","0.0-3.0-1.0","10500","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","38082","0.0-3.0-2.0","10500","digit-span","true","0","","3461","","","response","","","","","","3461","1000","test","2,9","2","SubmitButton","3461","2,9","forward","true"
"html-keyboard-response","8","39092","0.0-3.0-3.0","10500","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","42502","0.0-3.0-4.0","10500","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","45239","0.0-3.0-5.0","10500","digit-span","true","0","","2734","","","response","","","","","","2734","1000","test","4,6","2","SubmitButton","2734","4,6","forward","true"
"html-keyboard-response","11","46249","0.0-4.0-0.0","10500","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","12","50859","0.0-4.0-1.0","10500","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","3,8,6","3","","","","",""
"single-stim-button","13","53874","0.0-4.0-2.0","10500","digit-span","true","0","","3013","","","response","","","","","","3013","1000","test","3,8,6","3","SubmitButton","3013","3,8,6","forward","true"
"html-keyboard-response","14","54885","0.0-4.0-3.0","10500","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","15","59509","0.0-4.0-4.0","10500","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","6,1,2","3","","","","",""
"single-stim-button","16","62592","0.0-4.0-5.0","10500","digit-span","true","0","","3081","","","response","","","","","","3081","1000","test","6,1,2","3","SubmitButton","3081","6,1,2","forward","true"
"html-keyboard-response","17","63601","0.0-5.0-0.0","10500","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","18","69416","0.0-5.0-1.0","10500","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","3,4,1,7","4","","","","",""
"single-stim-button","19","72805","0.0-5.0-2.0","10500","digit-span","true","0","","3387","","","response","","","","","","3387","1000","test","3,4,1,7","4","SubmitButton","3387","3,4,1,7","forward","true"
"html-keyboard-response","20","73813","0.0-5.0-3.0","10500","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","21","79638","0.0-5.0-4.0","10500","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","6,1,5,8","4","","","","",""
"single-stim-button","22","82642","0.0-5.0-5.0","10500","digit-span","true","0","","3002","","","response","","","","","","3002","1000","test","6,1,5,8","4","SubmitButton","3002","6,1,5,8","forward","true"
"html-keyboard-response","23","83648","0.0-6.0-0.0","10500","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","24","90668","0.0-6.0-1.0","10500","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000]","6000","0","test","8,4,2,3,9","5","","","","",""
"single-stim-button","25","94830","0.0-6.0-2.0","10500","digit-span","true","0","","4160","","","response","","","","","","4160","1000","test","8,4,2,3,9","5","SubmitButton","4160","8,4,2,3,9","forward","true"
