"trial_type","trial_index","time_elapsed","internal_node_id","subject","order","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","2787","0.0-0.0","2063","1","digit-span","true","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","6945","0.0-1.0","2063","1","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","12160","0.0-2.0-0.0","2063","1","digit-span","true","0","","5213.200000047684","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","41221","0.0-2.0-1.0","2063","1","digit-span","true","0","","29060.5","","","instruction","[{""page_index"":0,""viewing_time"":29060.200000047684}]","","","","","","","","","","","","","",""
"instructions","4","49670","0.0-2.0-2.0","2063","1","digit-span","true","0","","7428.400000095367","","","instruction","[{""page_index"":0,""viewing_time"":7428.200000047684}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","51702","0.0-3.0-0.0","2063","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","55119","0.0-3.0-1.0","2063","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","72504","0.0-3.0-2.0","2063","1","digit-span","true","0","","17383","","","response","","","","","","17383","1000","test","2,9","2","SubmitButton","17383","1","forward","false"
"html-keyboard-response","8","73518","0.0-3.0-3.0","2063","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","76942","0.0-3.0-4.0","2063","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","83611","0.0-3.0-5.0","2063","1","digit-span","true","0","","6667","","","response","","","","","","6667","1000","test","4,6","2","SubmitButton","6667","4,6","forward","true"
