"trial_type","trial_index","time_elapsed","internal_node_id","subject","order","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","4123","0.0-0.0","2137","1","digit-span","true","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","7708","0.0-1.0","2137","1","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","9849","0.0-2.0-0.0","2137","1","digit-span","true","0","","2136.5","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","19523","0.0-2.0-1.0","2137","1","digit-span","true","0","","9673","","","instruction","[{""page_index"":0,""viewing_time"":9672.399999976158}]","","","","","","","","","","","","","",""
"instructions","4","23553","0.0-2.0-2.0","2137","1","digit-span","true","0","","3025.899999976158","","","instruction","[{""page_index"":0,""viewing_time"":3025.399999976158}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","25567","0.0-3.0-0.0","2137","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","28984","0.0-3.0-1.0","2137","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","36124","0.0-3.0-2.0","2137","1","digit-span","true","0","","7138","","","response","","","","","","7138","1000","test","2,9","2","SubmitButton","7138","2,9","forward","true"
"html-keyboard-response","8","37135","0.0-3.0-3.0","2137","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","40548","0.0-3.0-4.0","2137","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","44046","0.0-3.0-5.0","2137","1","digit-span","true","0","","3496","","","response","","","","","","3496","1000","test","4,6","2","SubmitButton","3496","4,6","forward","true"
"html-keyboard-response","11","45056","0.0-4.0-0.0","2137","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
