"trial_type","trial_index","time_elapsed","internal_node_id","subject","order","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","2188","0.0-0.0","1315","1","digit-span","false","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","6092","0.0-1.0","1315","1","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","10354","0.0-2.0-0.0","1315","1","digit-span","true","0","","4258.599999904633","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","22550","0.0-2.0-1.0","1315","1","digit-span","true","0","","12195.900000095367","","","instruction","[{""page_index"":0,""viewing_time"":12195.200000286102}]","","","","","","","","","","","","","",""
"instructions","4","31510","0.0-2.0-2.0","1315","1","digit-span","true","0","","7955.700000286102","","","instruction","[{""page_index"":0,""viewing_time"":7955.300000190735}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","33516","0.0-3.0-0.0","1315","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","36928","0.0-3.0-1.0","1315","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","41085","0.0-3.0-2.0","1315","1","digit-span","true","0","","4155","","","response","","","","","","4155","1000","test","2,9","2","SubmitButton","4155","2,9","forward","true"
"html-keyboard-response","8","42091","0.0-3.0-3.0","1315","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","45501","0.0-3.0-4.0","1315","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","49265","0.0-3.0-5.0","1315","1","digit-span","true","0","","3761","","","response","","","","","","3761","1000","test","4,6","2","SubmitButton","3761","4,6","forward","true"
"html-keyboard-response","11","50272","0.0-4.0-0.0","1315","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","12","54881","0.0-4.0-1.0","1315","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","3,8,6","3","","","","",""
"single-stim-button","13","59175","0.0-4.0-2.0","1315","1","digit-span","true","0","","4292","","","response","","","","","","4292","1000","test","3,8,6","3","SubmitButton","4292","3,8,6","forward","true"
"html-keyboard-response","14","60181","0.0-4.0-3.0","1315","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","15","64789","0.0-4.0-4.0","1315","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","6,1,2","3","","","","",""
"single-stim-button","16","68546","0.0-4.0-5.0","1315","1","digit-span","true","0","","3755","","","response","","","","","","3755","1000","test","6,1,2","3","SubmitButton","3755","6,1,2","forward","true"
"html-keyboard-response","17","69551","0.0-5.0-0.0","1315","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","18","75355","0.0-5.0-1.0","1315","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","3,4,1,7","4","","","","",""
"single-stim-button","19","80684","0.0-5.0-2.0","1315","1","digit-span","true","0","","5326","","","response","","","","","","5326","1000","test","3,4,1,7","4","SubmitButton","5326","3,4,1,7","forward","true"
"html-keyboard-response","20","81689","0.0-5.0-3.0","1315","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","21","87492","0.0-5.0-4.0","1315","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","6,1,5,8","4","","","","",""
"single-stim-button","22","91730","0.0-5.0-5.0","1315","1","digit-span","true","0","","4236","","","response","","","","","","4236","1000","test","6,1,5,8","4","SubmitButton","4236","6,1,5,8","forward","true"
"html-keyboard-response","23","92734","0.0-6.0-0.0","1315","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","24","99744","0.0-6.0-1.0","1315","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000]","6000","0","test","8,4,2,3,9","5","","","","",""
"single-stim-button","25","106284","0.0-6.0-2.0","1315","1","digit-span","true","0","","6538","","","response","","","","","","6538","1000","test","8,4,2,3,9","5","SubmitButton","6538","8,4,3,2,9","forward","false"
"html-keyboard-response","26","107289","0.0-6.0-3.0","1315","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","27","114296","0.0-6.0-4.0","1315","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000]","6000","0","test","5,2,1,8,6","5","","","","",""
"single-stim-button","28","120362","0.0-6.0-5.0","1315","1","digit-span","true","0","","6063","","","response","","","","","","6063","1000","test","5,2,1,8,6","5","SubmitButton","6063","5,2,1,8,6","forward","true"
"html-keyboard-response","29","121368","0.0-7.0-0.0","1315","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>6 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","30","129576","0.0-7.0-1.0","1315","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000,1000]","7200","0","test","3,8,9,1,7,4","6","","","","",""
"single-stim-button","31","136731","0.0-7.0-2.0","1315","1","digit-span","true","0","","7152","","","response","","","","","","7152","1000","test","3,8,9,1,7,4","6","SubmitButton","7152","3,8,9,1,7,4","forward","true"
"html-keyboard-response","32","137736","0.0-7.0-3.0","1315","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>6 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","33","145944","0.0-7.0-4.0","1315","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000,1000]","7200","0","test","7,9,6,4,8,3","6","","","","",""
"single-stim-button","34","152829","0.0-7.0-5.0","1315","1","digit-span","true","0","","6883","","","response","","","","","","6883","1000","test","7,9,6,4,8,3","6","SubmitButton","6883","7,9,6,4,8,3","forward","true"
"html-keyboard-response","35","153832","0.0-8.0-0.0","1315","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>7 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","36","163241","0.0-8.0-1.0","1315","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000,1000,1000]","8400","0","test","5,1,7,4,2,3,8","7","","","","",""
"single-stim-button","37","179315","0.0-8.0-2.0","1315","1","digit-span","true","0","","16071","","","response","","","","","","16071","1000","test","5,1,7,4,2,3,8","7","SubmitButton","16071","5,1,7,4,3,2,8","forward","false"
"html-keyboard-response","38","180320","0.0-8.0-3.0","1315","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>7 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","39","189728","0.0-8.0-4.0","1315","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000,1000,1000]","8400","0","test","9,8,5,2,1,6,3","7","","","","",""
"single-stim-button","40","200485","0.0-8.0-5.0","1315","1","digit-span","true","0","","10755","","","response","","","","","","10755","1000","test","9,8,5,2,1,6,3","7","SubmitButton","10755","9,8,5,2,1,6,3","forward","true"
"html-keyboard-response","41","201488","0.0-9.0-0.0","1315","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>8 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","42","212096","0.0-9.0-1.0","1315","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000,1000,1000,1000]","9600","0","test","1,6,4,5,9,7,6,3","8","","","","",""
"single-stim-button","43","225716","0.0-9.0-2.0","1315","1","digit-span","true","0","","13617","","","response","","","","","","13617","1000","test","1,6,4,5,9,7,6,3","8","SubmitButton","13617","9,8,5,4,7,6,3,2","forward","false"
"html-keyboard-response","44","226720","0.0-9.0-3.0","1315","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>8 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","45","237327","0.0-9.0-4.0","1315","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000,1000,1000,1000]","9600","0","test","2,9,7,6,3,1,5,4","8","","","","",""
"single-stim-button","46","250048","0.0-9.0-5.0","1315","1","digit-span","true","0","","12717","","","response","","","","","","12717","1000","test","2,9,7,6,3,1,5,4","8","SubmitButton","12717","2,9,1,6,7,9,3,4","forward","false"
"html-keyboard-response","47","277212","0.0-11.0","1315","1","digit-span","true","0","","27163.199999809265","<div class = centerbox><p class = block-text>Now, you will see some numbers, but this time you will enter them <strong>backward</strong>.<br><br>For example, you see <strong>“1—5”</strong>, and you will enter <strong>“5—1”</strong>.<br><br><br>Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","start_reverse","","","","","","","","","","","","","","",""
"html-keyboard-response","48","278217","0.0-12.0-0.0","1315","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","49","281622","0.0-12.0-1.0","1315","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","8,2","2","","","","",""
"single-stim-button","50","284270","0.0-12.0-2.0","1315","1","digit-span","true","0","","2646","","","response","","","","","","2646","1000","test","8,2","2","SubmitButton","2646","2,8","practice","true"
"html-keyboard-response","51","294275","0.0-12.0-3.0","1315","1","digit-span","true","0","","null","<div class = centerbox><div class = center-block-text><span style=""color:green"">Correct!</span></div></div>","null","feedback","","","","","","","","","","","","","","",""
"html-keyboard-response","52","295277","0.0-12.0-4.0","1315","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","53","298685","0.0-12.0-5.0","1315","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","5,6","2","","","","",""
"single-stim-button","54","302484","0.0-12.0-6.0","1315","1","digit-span","true","0","","3797","","","response","","","","","","3797","1000","test","5,6","2","SubmitButton","3797","6,5","practice","true"
"html-keyboard-response","55","303486","0.0-13.0-0.0","1315","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","56","306896","0.0-13.0-1.0","1315","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,5","2","","","","",""
"single-stim-button","57","314192","0.0-13.0-2.0","1315","1","digit-span","true","0","","7294","","","response","","","","","","7294","1000","test","2,5","2","SubmitButton","7294","5,2","reverse","true"
