"trial_type","trial_index","time_elapsed","internal_node_id","subject","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","2283","0.0-0.0","2006","digit-span","true","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","5451","0.0-1.0","2006","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","9761","0.0-2.0-0.0","2006","digit-span","true","0","","4307.5","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","14776","0.0-2.0-1.0","2006","digit-span","true","0","","5015.200000047684","","","instruction","[{""page_index"":0,""viewing_time"":5015.099999904633}]","","","","","","","","","","","","","",""
"instructions","4","18160","0.0-2.0-2.0","2006","digit-span","true","0","","2369","","","instruction","[{""page_index"":0,""viewing_time"":2369}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","20202","0.0-3.0-0.0","2006","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","23632","0.0-3.0-1.0","2006","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","30330","0.0-3.0-2.0","2006","digit-span","true","0","","6696","","","response","","","","","","6696","1000","test","2,9","2","SubmitButton","6696","2,9","forward","true"
"html-keyboard-response","8","31331","0.0-3.0-3.0","2006","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","34734","0.0-3.0-4.0","2006","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","37712","0.0-3.0-5.0","2006","digit-span","true","0","","2977","","","response","","","","","","2977","1000","test","4,6","2","SubmitButton","2977","4,6","forward","true"
"html-keyboard-response","11","38714","0.0-4.0-0.0","2006","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","12","43316","0.0-4.0-1.0","2006","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","3,8,6","3","","","","",""
"single-stim-button","13","47008","0.0-4.0-2.0","2006","digit-span","true","0","","3691","","","response","","","","","","3691","1000","test","3,8,6","3","SubmitButton","3691","3,8,6","forward","true"
"html-keyboard-response","14","48009","0.0-4.0-3.0","2006","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","15","52612","0.0-4.0-4.0","2006","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","6,1,2","3","","","","",""
"single-stim-button","16","55399","0.0-4.0-5.0","2006","digit-span","true","0","","2786","","","response","","","","","","2786","1000","test","6,1,2","3","SubmitButton","2786","6,1,2","forward","true"
"html-keyboard-response","17","56401","0.0-5.0-0.0","2006","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","18","62205","0.0-5.0-1.0","2006","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","3,4,1,7","4","","","","",""
"single-stim-button","19","66952","0.0-5.0-2.0","2006","digit-span","true","0","","4745","","","response","","","","","","4745","1000","test","3,4,1,7","4","SubmitButton","4745","3,4,1,7","forward","true"
"html-keyboard-response","20","67953","0.0-5.0-3.0","2006","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","21","73757","0.0-5.0-4.0","2006","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","6,1,5,8","4","","","","",""
"single-stim-button","22","78496","0.0-5.0-5.0","2006","digit-span","true","0","","4737","","","response","","","","","","4737","1000","test","6,1,5,8","4","SubmitButton","4737","6,1,5,8","forward","true"
"html-keyboard-response","23","79497","0.0-6.0-0.0","2006","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","24","86501","0.0-6.0-1.0","2006","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000]","6000","0","test","8,4,2,3,9","5","","","","",""
"single-stim-button","25","91087","0.0-6.0-2.0","2006","digit-span","true","0","","4585","","","response","","","","","","4585","1000","test","8,4,2,3,9","5","SubmitButton","4585","8,4,2,3,9","forward","true"
"html-keyboard-response","26","92089","0.0-6.0-3.0","2006","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","27","99092","0.0-6.0-4.0","2006","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000]","6000","0","test","5,2,1,8,6","5","","","","",""
"single-stim-button","28","106600","0.0-6.0-5.0","2006","digit-span","true","0","","7506","","","response","","","","","","7506","1000","test","5,2,1,8,6","5","SubmitButton","7506","5,2,1,8,6","forward","true"
"html-keyboard-response","29","107601","0.0-7.0-0.0","2006","digit-span","true","0","","null","<div class = centerbox><div class = center-text>6 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","30","115804","0.0-7.0-1.0","2006","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000,1000]","7200","0","test","3,8,9,1,7,4","6","","","","",""
"single-stim-button","31","127776","0.0-7.0-2.0","2006","digit-span","true","0","","11970","","","response","","","","","","11970","1000","test","3,8,9,1,7,4","6","SubmitButton","11970","3,8,9,1,3,7","forward","false"
"html-keyboard-response","32","128777","0.0-7.0-3.0","2006","digit-span","true","0","","null","<div class = centerbox><div class = center-text>6 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","33","136980","0.0-7.0-4.0","2006","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000,1000]","7200","0","test","7,9,6,4,8,3","6","","","","",""
"single-stim-button","34","143664","0.0-7.0-5.0","2006","digit-span","true","0","","6683","","","response","","","","","","6683","1000","test","7,9,6,4,8,3","6","SubmitButton","6683","7,9,6,4,8,3","forward","true"
"html-keyboard-response","35","144666","0.0-8.0-0.0","2006","digit-span","true","0","","null","<div class = centerbox><div class = center-text>7 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
