"trial_type","trial_index","time_elapsed","internal_node_id","subject","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","2182","0.0-0.0","1242","digit-span","false","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","18190","0.0-1.0","1242","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","33642","0.0-2.0-0.0","1242","digit-span","true","0","","15449.89999999851","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","47041","0.0-2.0-1.0","1242","digit-span","true","0","","13398","","","instruction","[{""page_index"":0,""viewing_time"":13397.800000000745}]","","","","","","","","","","","","","",""
"instructions","4","56473","0.0-2.0-2.0","1242","digit-span","true","0","","8430.099999997765","","","instruction","[{""page_index"":0,""viewing_time"":8429.89999999851}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","58480","0.0-3.0-0.0","1242","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","61887","0.0-3.0-1.0","1242","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","65328","0.0-3.0-2.0","1242","digit-span","true","0","","3439","","","response","","","","","","3439","1000","test","2,9","2","SubmitButton","3439","2,9","forward","true"
"html-keyboard-response","8","66334","0.0-3.0-3.0","1242","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","69742","0.0-3.0-4.0","1242","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","73181","0.0-3.0-5.0","1242","digit-span","true","0","","3438","","","response","","","","","","3438","1000","test","4,6","2","SubmitButton","3438","4,6","forward","true"
"html-keyboard-response","11","74183","0.0-4.0-0.0","1242","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","12","78792","0.0-4.0-1.0","1242","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","3,8,6","3","","","","",""
"single-stim-button","13","83207","0.0-4.0-2.0","1242","digit-span","true","0","","4413","","","response","","","","","","4413","1000","test","3,8,6","3","SubmitButton","4413","3,8,6","forward","true"
"html-keyboard-response","14","84208","0.0-4.0-3.0","1242","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","15","88817","0.0-4.0-4.0","1242","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","6,1,2","3","","","","",""
"single-stim-button","16","92766","0.0-4.0-5.0","1242","digit-span","true","0","","3948","","","response","","","","","","3948","1000","test","6,1,2","3","SubmitButton","3948","6,1,2","forward","true"
"html-keyboard-response","17","93771","0.0-5.0-0.0","1242","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","18","99580","0.0-5.0-1.0","1242","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","3,4,1,7","4","","","","",""
"single-stim-button","19","103790","0.0-5.0-2.0","1242","digit-span","true","0","","4209","","","response","","","","","","4209","1000","test","3,4,1,7","4","SubmitButton","4209","3,4,1,7","forward","true"
"html-keyboard-response","20","104793","0.0-5.0-3.0","1242","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","21","110604","0.0-5.0-4.0","1242","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","6,1,5,8","4","","","","",""
"single-stim-button","22","114594","0.0-5.0-5.0","1242","digit-span","true","0","","3989","","","response","","","","","","3989","1000","test","6,1,5,8","4","SubmitButton","3989","6,1,5,8","forward","true"
"html-keyboard-response","23","115597","0.0-6.0-0.0","1242","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","24","122603","0.0-6.0-1.0","1242","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000]","6000","0","test","8,4,2,3,9","5","","","","",""
"single-stim-button","25","130674","0.0-6.0-2.0","1242","digit-span","true","0","","8070","","","response","","","","","","8070","1000","test","8,4,2,3,9","5","SubmitButton","8070","8,4,2,3,9","forward","true"
"html-keyboard-response","26","131677","0.0-6.0-3.0","1242","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","27","138688","0.0-6.0-4.0","1242","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000]","6000","0","test","5,2,1,8,6","5","","","","",""
"single-stim-button","28","144265","0.0-6.0-5.0","1242","digit-span","true","0","","5575","","","response","","","","","","5575","1000","test","5,2,1,8,6","5","SubmitButton","5575","5,2,1,8,6","forward","true"
"html-keyboard-response","29","145267","0.0-7.0-0.0","1242","digit-span","true","0","","null","<div class = centerbox><div class = center-text>6 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","30","153475","0.0-7.0-1.0","1242","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000,1000]","7200","0","test","3,8,9,1,7,4","6","","","","",""
"single-stim-button","31","172595","0.0-7.0-2.0","1242","digit-span","true","0","","19118","","","response","","","","","","19118","1000","test","3,8,9,1,7,4","6","SubmitButton","19118","3,8,9,1,7,4","forward","true"
"html-keyboard-response","32","173596","0.0-7.0-3.0","1242","digit-span","true","0","","null","<div class = centerbox><div class = center-text>6 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","33","181799","0.0-7.0-4.0","1242","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000,1000]","7200","0","test","7,9,6,4,8,3","6","","","","",""
"single-stim-button","34","188976","0.0-7.0-5.0","1242","digit-span","true","0","","7176","","","response","","","","","","7176","1000","test","7,9,6,4,8,3","6","SubmitButton","7176","7,8,9,4,3,5","forward","false"
"html-keyboard-response","35","189978","0.0-8.0-0.0","1242","digit-span","true","0","","null","<div class = centerbox><div class = center-text>7 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","36","199388","0.0-8.0-1.0","1242","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000,1000,1000]","8400","0","test","5,1,7,4,2,3,8","7","","","","",""
"single-stim-button","37","207055","0.0-8.0-2.0","1242","digit-span","true","0","","7666","","","response","","","","","","7666","1000","test","5,1,7,4,2,3,8","7","SubmitButton","7666","3,5,2,1,7,8","forward","false"
"html-keyboard-response","38","208059","0.0-8.0-3.0","1242","digit-span","true","0","","null","<div class = centerbox><div class = center-text>7 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","39","217466","0.0-8.0-4.0","1242","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000,1000,1000]","8400","0","test","9,8,5,2,1,6,3","7","","","","",""
"single-stim-button","40","226065","0.0-8.0-5.0","1242","digit-span","true","0","","8598","","","response","","","","","","8598","1000","test","9,8,5,2,1,6,3","7","SubmitButton","8598","9,8,5,3,7,1,8","forward","false"
"html-keyboard-response","41","233879","0.0-11.0","1242","digit-span","true","0","","7812.39999999851","<div class = centerbox><p class = block-text>Now, you will see some numbers, but this time you will enter them <strong>backward</strong>.<br><br>For example, you see <strong>“1—5”</strong>, and you will enter <strong>“5—1”</strong>.<br><br><br>Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","start_reverse","","","","","","","","","","","","","","",""
"html-keyboard-response","42","234881","0.0-12.0-0.0","1242","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","43","238288","0.0-12.0-1.0","1242","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","8,2","2","","","","",""
"single-stim-button","44","240894","0.0-12.0-2.0","1242","digit-span","true","0","","2604","","","response","","","","","","2604","1000","test","8,2","2","SubmitButton","2604","2,8","practice","true"
"html-keyboard-response","45","250895","0.0-12.0-3.0","1242","digit-span","true","0","","null","<div class = centerbox><div class = center-block-text><span style=""color:green"">Correct!</span></div></div>","null","feedback","","","","","","","","","","","","","","",""
"html-keyboard-response","46","251896","0.0-12.0-4.0","1242","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","47","255303","0.0-12.0-5.0","1242","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","5,6","2","","","","",""
"single-stim-button","48","257989","0.0-12.0-6.0","1242","digit-span","true","0","","2686","","","response","","","","","","2686","1000","test","5,6","2","SubmitButton","2686","6,5","practice","true"
"html-keyboard-response","49","258990","0.0-13.0-0.0","1242","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","50","262396","0.0-13.0-1.0","1242","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,5","2","","","","",""
"single-stim-button","51","266275","0.0-13.0-2.0","1242","digit-span","true","0","","3876","","","response","","","","","","3876","1000","test","2,5","2","SubmitButton","3876","5,2","reverse","true"
"html-keyboard-response","52","267279","0.0-13.0-3.0","1242","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","53","270633","0.0-13.0-4.0","1242","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","6,3","2","","","","",""
"single-stim-button","54","273523","0.0-13.0-5.0","1242","digit-span","true","0","","2889","","","response","","","","","","2889","1000","test","6,3","2","SubmitButton","2889","3,6","reverse","true"
"html-keyboard-response","55","274529","0.0-14.0-0.0","1242","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","56","279135","0.0-14.0-1.0","1242","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","5,7,4","3","","","","",""
"single-stim-button","57","289461","0.0-14.0-2.0","1242","digit-span","true","0","","10325","","","response","","","","","","10325","1000","test","5,7,4","3","SubmitButton","10325","4,7,5","reverse","true"
"html-keyboard-response","58","290464","0.0-14.0-3.0","1242","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","59","295067","0.0-14.0-4.0","1242","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","2,5,9","3","","","","",""
"single-stim-button","60","299163","0.0-14.0-5.0","1242","digit-span","true","0","","4095","","","response","","","","","","4095","1000","test","2,5,9","3","SubmitButton","4095","9,5,2","reverse","true"
"html-keyboard-response","61","300165","0.0-15.0-0.0","1242","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","62","305971","0.0-15.0-1.0","1242","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","7,2,9,6","4","","","","",""
"single-stim-button","63","318829","0.0-15.0-2.0","1242","digit-span","true","0","","12858","","","response","","","","","","12858","1000","test","7,2,9,6","4","SubmitButton","12858","6,9,2,7","reverse","true"
"html-keyboard-response","64","319831","0.0-15.0-3.0","1242","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
