"trial_type","trial_index","time_elapsed","internal_node_id","subject","order","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","3091","0.0-0.0","10005","1","digit-span","false","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","5540","0.0-1.0","10005","1","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","6712","0.0-2.0-0.0","10005","1","digit-span","true","0","","1169.4000000357628","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","7950","0.0-2.0-1.0","10005","1","digit-span","true","0","","1237.0999999642372","","","instruction","[{""page_index"":0,""viewing_time"":1237}]","","","","","","","","","","","","","",""
"instructions","4","10172","0.0-2.0-2.0","10005","1","digit-span","true","0","","1213.5","","","instruction","[{""page_index"":0,""viewing_time"":1213.1000000238419}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","12193","0.0-3.0-0.0","10005","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","15614","0.0-3.0-1.0","10005","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","18416","0.0-3.0-2.0","10005","1","digit-span","true","0","","2799","","","response","","","","","","2799","1000","test","2,9","2","SubmitButton","2799","2,5","forward","false"
"html-keyboard-response","8","19424","0.0-3.0-3.0","10005","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","22837","0.0-3.0-4.0","10005","1","digit-span","false","1","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
