"trial_type","trial_index","time_elapsed","internal_node_id","subject","order","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","2908","0.0-0.0","2156","2","digit-span","true","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","9340","0.0-1.0","2156","2","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","13300","0.0-2.0-0.0","2156","2","digit-span","true","0","","3957.5999999998603","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","14954","0.0-2.0-1.0","2156","2","digit-span","true","0","","1652.5","","","instruction","[{""page_index"":0,""viewing_time"":1652}]","","","","","","","","","","","","","",""
"instructions","4","17694","0.0-2.0-2.0","2156","2","digit-span","true","0","","1737","","","instruction","[{""page_index"":0,""viewing_time"":1736.6999999999534}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","19708","0.0-3.0-0.0","2156","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","23125","0.0-3.0-1.0","2156","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","28035","0.0-3.0-2.0","2156","2","digit-span","true","0","","4908","","","response","","","","","","4908","1000","test","2,9","2","SubmitButton","4908","2,9","forward","true"
"html-keyboard-response","8","29045","0.0-3.0-3.0","2156","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","32460","0.0-3.0-4.0","2156","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","35146","0.0-3.0-5.0","2156","2","digit-span","true","0","","2684","","","response","","","","","","2684","1000","test","4,6","2","SubmitButton","2684","4,6","forward","true"
"html-keyboard-response","11","36156","0.0-4.0-0.0","2156","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","12","40773","0.0-4.0-1.0","2156","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","3,8,6","3","","","","",""
"single-stim-button","13","44540","0.0-4.0-2.0","2156","2","digit-span","true","0","","3766","","","response","","","","","","3766","1000","test","3,8,6","3","SubmitButton","3766","3,8,6","forward","true"
"html-keyboard-response","14","45550","0.0-4.0-3.0","2156","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","15","50164","0.0-4.0-4.0","2156","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","6,1,2","3","","","","",""
"single-stim-button","16","55722","0.0-4.0-5.0","2156","2","digit-span","true","0","","5556","","","response","","","","","","5556","1000","test","6,1,2","3","SubmitButton","5556","6,1,2","forward","true"
"html-keyboard-response","17","56732","0.0-5.0-0.0","2156","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","18","62548","0.0-5.0-1.0","2156","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","3,4,1,7","4","","","","",""
"single-stim-button","19","68398","0.0-5.0-2.0","2156","2","digit-span","true","0","","5848","","","response","","","","","","5848","1000","test","3,4,1,7","4","SubmitButton","5848","3,4,1,7","forward","true"
"html-keyboard-response","20","69404","0.0-5.0-3.0","2156","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","21","75221","0.0-5.0-4.0","2156","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","6,1,5,8","4","","","","",""
"single-stim-button","22","79743","0.0-5.0-5.0","2156","2","digit-span","true","0","","4520","","","response","","","","","","4520","1000","test","6,1,5,8","4","SubmitButton","4520","6,1,5,8","forward","true"
"html-keyboard-response","23","80748","0.0-6.0-0.0","2156","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","24","87763","0.0-6.0-1.0","2156","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000]","6000","0","test","8,4,2,3,9","5","","","","",""
"single-stim-button","25","95271","0.0-6.0-2.0","2156","2","digit-span","true","0","","7506","","","response","","","","","","7506","1000","test","8,4,2,3,9","5","SubmitButton","7506","8,4,2,3,9","forward","true"
"html-keyboard-response","26","96276","0.0-6.0-3.0","2156","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
