"trial_type","trial_index","time_elapsed","internal_node_id","subject","order","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","2109","0.0-0.0","2045","1","digit-span","true","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","6183","0.0-1.0","2045","1","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","10942","0.0-2.0-0.0","2045","1","digit-span","true","0","","4757.399999976158","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","24525","0.0-2.0-1.0","2045","1","digit-span","true","0","","13583","","","instruction","[{""page_index"":0,""viewing_time"":13582.700000047684}]","","","","","","","","","","","","","",""
"instructions","4","43844","0.0-2.0-2.0","2045","1","digit-span","true","0","","18310.5","","","instruction","[{""page_index"":0,""viewing_time"":18310.300000071526}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","45859","0.0-3.0-0.0","2045","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","49274","0.0-3.0-1.0","2045","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","60166","0.0-3.0-2.0","2045","1","digit-span","true","0","","10890","","","response","","","","","","10890","1000","test","2,9","2","SubmitButton","10890","2,9","forward","true"
"html-keyboard-response","8","61170","0.0-3.0-3.0","2045","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","64587","0.0-3.0-4.0","2045","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
