"trial_type","trial_index","time_elapsed","internal_node_id","subject","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","2356","0.0-0.0","1183","digit-span","true","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","4741","0.0-1.0","1183","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","8284","0.0-2.0-0.0","1183","digit-span","true","0","","3537.9000000953674","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","15644","0.0-2.0-1.0","1183","digit-span","true","0","","7358.900000095367","","","instruction","[{""page_index"":0,""viewing_time"":7358.199999809265}]","","","","","","","","","","","","","",""
"instructions","4","29044","0.0-2.0-2.0","1183","digit-span","true","0","","12381.400000095367","","","instruction","[{""page_index"":0,""viewing_time"":12380.799999713898}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","31072","0.0-3.0-0.0","1183","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","34488","0.0-3.0-1.0","1183","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","40225","0.0-3.0-2.0","1183","digit-span","true","0","","5731","","","response","","","","","","5731","1000","test","2,9","2","SubmitButton","5731","2,9","forward","true"
"html-keyboard-response","8","41237","0.0-3.0-3.0","1183","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","44657","0.0-3.0-4.0","1183","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","48613","0.0-3.0-5.0","1183","digit-span","true","0","","3953","","","response","","","","","","3953","1000","test","4,6","2","SubmitButton","3953","4,6","forward","true"
"html-keyboard-response","11","49627","0.0-4.0-0.0","1183","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","12","54250","0.0-4.0-1.0","1183","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","3,8,6","3","","","","",""
"single-stim-button","13","74644","0.0-4.0-2.0","1183","digit-span","true","0","","20391","","","response","","","","","","20391","1000","test","3,8,6","3","SubmitButton","20391","3,8,6","forward","true"
"html-keyboard-response","14","75657","0.0-4.0-3.0","1183","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","15","80272","0.0-4.0-4.0","1183","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","6,1,2","3","","","","",""
"single-stim-button","16","84456","0.0-4.0-5.0","1183","digit-span","true","0","","4181","","","response","","","","","","4181","1000","test","6,1,2","3","SubmitButton","4181","6,1,2","forward","true"
"html-keyboard-response","17","85472","0.0-5.0-0.0","1183","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","18","91291","0.0-5.0-1.0","1183","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","3,4,1,7","4","","","","",""
"single-stim-button","19","98265","0.0-5.0-2.0","1183","digit-span","true","0","","6971","","","response","","","","","","6971","1000","test","3,4,1,7","4","SubmitButton","6971","3,4,1,7","forward","true"
"html-keyboard-response","20","99278","0.0-5.0-3.0","1183","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","21","105090","0.0-5.0-4.0","1183","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","6,1,5,8","4","","","","",""
"single-stim-button","22","111911","0.0-5.0-5.0","1183","digit-span","true","0","","6819","","","response","","","","","","6819","1000","test","6,1,5,8","4","SubmitButton","6819","6,1,5,8","forward","true"
"html-keyboard-response","23","112917","0.0-6.0-0.0","1183","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","24","119931","0.0-6.0-1.0","1183","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000]","6000","0","test","8,4,2,3,9","5","","","","",""
"single-stim-button","25","127327","0.0-6.0-2.0","1183","digit-span","true","0","","7394","","","response","","","","","","7394","1000","test","8,4,2,3,9","5","SubmitButton","7394","8,4,2,3,9","forward","true"
"html-keyboard-response","26","128335","0.0-6.0-3.0","1183","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
