"trial_type","trial_index","time_elapsed","internal_node_id","subject","order","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","2649","0.0-0.0","2009","1","digit-span","true","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","8972","0.0-1.0","2009","1","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","45889","0.0-2.0-0.0","2009","1","digit-span","true","0","","36914.89999985695","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","56023","0.0-2.0-1.0","2009","1","digit-span","true","0","","10133.100000143051","","","instruction","[{""page_index"":0,""viewing_time"":10132.700000047684}]","","","","","","","","","","","","","",""
"instructions","4","62790","0.0-2.0-2.0","2009","1","digit-span","true","0","","5754.700000047684","","","instruction","[{""page_index"":0,""viewing_time"":5754.400000095367}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","64801","0.0-3.0-0.0","2009","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","68216","0.0-3.0-1.0","2009","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","74074","0.0-3.0-2.0","2009","1","digit-span","true","0","","5855","","","response","","","","","","5855","1000","test","2,9","2","SubmitButton","5855","2,9","forward","true"
"html-keyboard-response","8","75081","0.0-3.0-3.0","2009","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","78494","0.0-3.0-4.0","2009","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","82138","0.0-3.0-5.0","2009","1","digit-span","true","0","","3644","","","response","","","","","","3644","1000","test","4,6","2","SubmitButton","3644","4,6","forward","true"
"html-keyboard-response","11","83142","0.0-4.0-0.0","2009","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","12","87755","0.0-4.0-1.0","2009","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","3,8,6","3","","","","",""
"single-stim-button","13","91848","0.0-4.0-2.0","2009","1","digit-span","true","0","","4092","","","response","","","","","","4092","1000","test","3,8,6","3","SubmitButton","4092","3,8,6","forward","true"
"html-keyboard-response","14","92857","0.0-4.0-3.0","2009","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","15","97475","0.0-4.0-4.0","2009","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","6,1,2","3","","","","",""
"single-stim-button","16","101182","0.0-4.0-5.0","2009","1","digit-span","true","0","","3706","","","response","","","","","","3706","1000","test","6,1,2","3","SubmitButton","3706","6,1,2","forward","true"
"html-keyboard-response","17","102190","0.0-5.0-0.0","2009","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","18","108006","0.0-5.0-1.0","2009","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","3,4,1,7","4","","","","",""
"single-stim-button","19","115069","0.0-5.0-2.0","2009","1","digit-span","true","0","","7061","","","response","","","","","","7061","1000","test","3,4,1,7","4","SubmitButton","7061","3,4,1,7","forward","true"
"html-keyboard-response","20","116072","0.0-5.0-3.0","2009","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","21","121883","0.0-5.0-4.0","2009","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","6,1,5,8","4","","","","",""
"single-stim-button","22","126446","0.0-5.0-5.0","2009","1","digit-span","true","0","","4562","","","response","","","","","","4562","1000","test","6,1,5,8","4","SubmitButton","4562","6,1,5,8","forward","true"
