"trial_type","trial_index","time_elapsed","internal_node_id","subject","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","1415","0.0-0.0","1004","digit-span","true","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","10824","0.0-1.0","1004","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","19239","0.0-2.0-0.0","1004","digit-span","true","0","","8410.844999947585","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","31205","0.0-2.0-1.0","1004","digit-span","true","0","","11965.069999918342","","","instruction","[{""page_index"":0,""viewing_time"":11964.745000004768}]","","","","","","","","","","","","","",""
"instructions","4","43916","0.0-2.0-2.0","1004","digit-span","true","0","","11710.200000088662","","","instruction","[{""page_index"":0,""viewing_time"":11709.915000014007}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","45923","0.0-3.0-0.0","1004","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","49336","0.0-3.0-1.0","1004","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","54194","0.0-3.0-2.0","1004","digit-span","true","0","","4855","","","response","","","","","","4855","1000","test","2,9","2","SubmitButton","4855","2,9","forward","true"
"html-keyboard-response","8","55205","0.0-3.0-3.0","1004","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","58611","0.0-3.0-4.0","1004","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","65670","0.0-3.0-5.0","1004","digit-span","true","0","","7057","","","response","","","","","","7057","1000","test","4,6","2","SubmitButton","7057","4,6","forward","true"
"html-keyboard-response","11","66673","0.0-4.0-0.0","1004","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","12","71279","0.0-4.0-1.0","1004","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","3,8,6","3","","","","",""
"single-stim-button","13","83376","0.0-4.0-2.0","1004","digit-span","true","0","","12096","","","response","","","","","","12096","1000","test","3,8,6","3","SubmitButton","12096","3,8,6","forward","true"
"html-keyboard-response","14","84378","0.0-4.0-3.0","1004","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","15","88984","0.0-4.0-4.0","1004","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","6,1,2","3","","","","",""
"single-stim-button","16","94621","0.0-4.0-5.0","1004","digit-span","true","0","","5636","","","response","","","","","","5636","1000","test","6,1,2","3","SubmitButton","5636","6,1,2","forward","true"
"html-keyboard-response","17","95624","0.0-5.0-0.0","1004","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","18","101431","0.0-5.0-1.0","1004","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","3,4,1,7","4","","","","",""
"single-stim-button","19","106546","0.0-5.0-2.0","1004","digit-span","true","0","","5112","","","response","","","","","","5112","1000","test","3,4,1,7","4","SubmitButton","5112","3,4,1,7","forward","true"
"html-keyboard-response","20","107548","0.0-5.0-3.0","1004","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","21","113353","0.0-5.0-4.0","1004","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","6,1,5,8","4","","","","",""
"single-stim-button","22","119792","0.0-5.0-5.0","1004","digit-span","true","0","","6436","","","response","","","","","","6436","1000","test","6,1,5,8","4","SubmitButton","6436","6,1,5,8","forward","true"
"html-keyboard-response","23","120795","0.0-6.0-0.0","1004","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","24","127801","0.0-6.0-1.0","1004","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000]","6000","0","test","8,4,2,3,9","5","","","","",""
"single-stim-button","25","135350","0.0-6.0-2.0","1004","digit-span","true","0","","7546","","","response","","","","","","7546","1000","test","8,4,2,3,9","5","SubmitButton","7546","8,4,2,3,9","forward","true"
"html-keyboard-response","26","136352","0.0-6.0-3.0","1004","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","27","143356","0.0-6.0-4.0","1004","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000]","6000","0","test","5,2,1,8,6","5","","","","",""
"single-stim-button","28","151007","0.0-6.0-5.0","1004","digit-span","true","0","","7648","","","response","","","","","","7648","1000","test","5,2,1,8,6","5","SubmitButton","7648","5,2,1,8,6","forward","true"
"html-keyboard-response","29","152009","0.0-7.0-0.0","1004","digit-span","true","0","","null","<div class = centerbox><div class = center-text>6 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","30","160221","0.0-7.0-1.0","1004","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000,1000]","7200","0","test","3,8,9,1,7,4","6","","","","",""
"single-stim-button","31","169306","0.0-7.0-2.0","1004","digit-span","true","0","","9083","","","response","","","","","","9083","1000","test","3,8,9,1,7,4","6","SubmitButton","9083","3,8,9,1,7,4","forward","true"
"html-keyboard-response","32","170309","0.0-7.0-3.0","1004","digit-span","true","0","","null","<div class = centerbox><div class = center-text>6 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","33","178515","0.0-7.0-4.0","1004","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000,1000]","7200","0","test","7,9,6,4,8,3","6","","","","",""
"single-stim-button","34","189011","0.0-7.0-5.0","1004","digit-span","true","0","","10494","","","response","","","","","","10494","1000","test","7,9,6,4,8,3","6","SubmitButton","10494","7,9,6,4,8,3","forward","true"
"html-keyboard-response","35","190013","0.0-8.0-0.0","1004","digit-span","true","0","","null","<div class = centerbox><div class = center-text>7 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","36","199419","0.0-8.0-1.0","1004","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000,1000,1000]","8400","0","test","5,1,7,4,2,3,8","7","","","","",""
"single-stim-button","37","212487","0.0-8.0-2.0","1004","digit-span","true","0","","13065","","","response","","","","","","13065","1000","test","5,1,7,4,2,3,8","7","SubmitButton","13065","5,1,7,4,2,3,8","forward","true"
"html-keyboard-response","38","213496","0.0-8.0-3.0","1004","digit-span","true","0","","null","<div class = centerbox><div class = center-text>7 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
