"trial_type","trial_index","time_elapsed","internal_node_id","subject","order","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","3013","0.0-0.0","2088","2","digit-span","false","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","9049","0.0-1.0","2088","2","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","17477","0.0-2.0-0.0","2088","2","digit-span","true","0","","8425.89999999851","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","28795","0.0-2.0-1.0","2088","2","digit-span","true","0","","11317","","","instruction","[{""page_index"":0,""viewing_time"":11316.70000000298}]","","","","","","","","","","","","","",""
"instructions","4","34058","0.0-2.0-2.0","2088","2","digit-span","true","0","","4256.19999999553","","","instruction","[{""page_index"":0,""viewing_time"":4255.79999999702}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","36073","0.0-3.0-0.0","2088","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","39492","0.0-3.0-1.0","2088","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","48133","0.0-3.0-2.0","2088","2","digit-span","true","0","","8638","","","response","","","","","","8638","1000","test","2,9","2","SubmitButton","8638","2,2,9","forward","false"
"html-keyboard-response","8","49139","0.0-3.0-3.0","2088","2","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","52553","0.0-3.0-4.0","2088","2","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
