"trial_type","trial_index","time_elapsed","internal_node_id","subject","order","exp_id","full_screen","focus_shifts","success","rt","stimulus","key_press","trial_id","view_history","stimuli","key_presses","possible_responses","stim_durations","block_duration","timing_post_trial","exp_stage","sequence","num_digits","mouse_click","stim_duration","response","condition","correct"
"pavlovia","0","1090","0.0-0.0","2237","1","digit-span","true","0","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","5760","0.0-1.0","2237","1","digit-span","true","0","true","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","31412","0.0-2.0-0.0","2237","1","digit-span","true","1","","25646.900000000373","<div class = centerbox><p class = center-block-text>Welcome to the number game! It will take less than 5 minutes. Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","instruction","","","","","","","","","","","","","","",""
"instructions","3","58411","0.0-2.0-1.0","2237","1","digit-span","true","0","","26997.100000000093","","","instruction","[{""page_index"":0,""viewing_time"":26995.100000000093}]","","","","","","","","","","","","","",""
"instructions","4","66347","0.0-2.0-2.0","2237","1","digit-span","true","0","","6933.600000000093","","","instruction","[{""page_index"":0,""viewing_time"":6932.600000000093}]","","","","","","","","","","","","","",""
"html-keyboard-response","5","68355","0.0-3.0-0.0","2237","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","6","71768","0.0-3.0-1.0","2237","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,9","2","","","","",""
"single-stim-button","7","77235","0.0-3.0-2.0","2237","1","digit-span","true","0","","5460","","","response","","","","","","5460","1000","test","2,9","2","SubmitButton","5460","2,9","forward","true"
"html-keyboard-response","8","78239","0.0-3.0-3.0","2237","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","9","81644","0.0-3.0-4.0","2237","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","4,6","2","","","","",""
"single-stim-button","10","86733","0.0-3.0-5.0","2237","1","digit-span","true","0","","5085","","","response","","","","","","5085","1000","test","4,6","2","SubmitButton","5085","4,6","forward","true"
"html-keyboard-response","11","87737","0.0-4.0-0.0","2237","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","12","92342","0.0-4.0-1.0","2237","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","3,8,6","3","","","","",""
"single-stim-button","13","100742","0.0-4.0-2.0","2237","1","digit-span","true","0","","8397","","","response","","","","","","8397","1000","test","3,8,6","3","SubmitButton","8397","3,8,6","forward","true"
"html-keyboard-response","14","101746","0.0-4.0-3.0","2237","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","15","106350","0.0-4.0-4.0","2237","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","6,1,2","3","","","","",""
"single-stim-button","16","110244","0.0-4.0-5.0","2237","1","digit-span","true","0","","3889","","","response","","","","","","3889","1000","test","6,1,2","3","SubmitButton","3889","6,1,2","forward","true"
"html-keyboard-response","17","111248","0.0-5.0-0.0","2237","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","18","117052","0.0-5.0-1.0","2237","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","3,4,1,7","4","","","","",""
"single-stim-button","19","123475","0.0-5.0-2.0","2237","1","digit-span","true","0","","6420","","","response","","","","","","6420","1000","test","3,4,1,7","4","SubmitButton","6420","3,4,1,7","forward","true"
"html-keyboard-response","20","124479","0.0-5.0-3.0","2237","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>4 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","21","130283","0.0-5.0-4.0","2237","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>""]","[-1]","none","[1000,1000,1000,1000]","4800","0","test","6,1,5,8","4","","","","",""
"single-stim-button","22","135585","0.0-5.0-5.0","2237","1","digit-span","true","0","","5298","","","response","","","","","","5298","1000","test","6,1,5,8","4","SubmitButton","5298","6,1,5,8","forward","true"
"html-keyboard-response","23","136589","0.0-6.0-0.0","2237","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","24","143593","0.0-6.0-1.0","2237","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000]","6000","0","test","8,4,2,3,9","5","","","","",""
"single-stim-button","25","150795","0.0-6.0-2.0","2237","1","digit-span","true","0","","7198","","","response","","","","","","7198","1000","test","8,4,2,3,9","5","SubmitButton","7198","8,4,2,3,9","forward","true"
"html-keyboard-response","26","151800","0.0-6.0-3.0","2237","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>5 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","27","158805","0.0-6.0-4.0","2237","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000]","6000","0","test","5,2,1,8,6","5","","","","",""
"single-stim-button","28","164785","0.0-6.0-5.0","2237","1","digit-span","true","0","","5976","","","response","","","","","","5976","1000","test","5,2,1,8,6","5","SubmitButton","5976","5,8,2,1,6","forward","false"
"html-keyboard-response","29","165789","0.0-7.0-0.0","2237","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>6 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","30","173994","0.0-7.0-1.0","2237","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>3</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>1</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000,1000]","7200","0","test","3,8,9,1,7,4","6","","","","",""
"single-stim-button","31","188748","0.0-7.0-2.0","2237","1","digit-span","true","0","","14750","","","response","","","","","","14750","1000","test","3,8,9,1,7,4","6","SubmitButton","14750","3,9,8,4,7,1","forward","false"
"html-keyboard-response","32","189750","0.0-7.0-3.0","2237","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>6 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","33","197954","0.0-7.0-4.0","2237","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>9</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>"",""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>""]","[-1]","none","[1000,1000,1000,1000,1000,1000]","7200","0","test","7,9,6,4,8,3","6","","","","",""
"single-stim-button","34","206371","0.0-7.0-5.0","2237","1","digit-span","true","0","","8414","","","response","","","","","","8414","1000","test","7,9,6,4,8,3","6","SubmitButton","8414","7,9,6,8,4,1","forward","false"
"html-keyboard-response","35","216642","0.0-11.0","2237","1","digit-span","true","0","","10267.899999999907","<div class = centerbox><p class = block-text>Now, you will see some numbers, but this time you will enter them <strong>backward</strong>.<br><br>For example, you see <strong>“1—5”</strong>, and you will enter <strong>“5—1”</strong>.<br><br><br>Press <strong>""Enter/Return""</strong> to begin.</p></div>","13","start_reverse","","","","","","","","","","","","","","",""
"html-keyboard-response","36","217645","0.0-12.0-0.0","2237","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","37","221049","0.0-12.0-1.0","2237","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>8</div></div>"",""<div class = centerbox><div class = digit-span-text>2</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","8,2","2","","","","",""
"single-stim-button","38","224223","0.0-12.0-2.0","2237","1","digit-span","true","0","","3171","","","response","","","","","","3171","1000","test","8,2","2","SubmitButton","3171","2,8","practice","true"
"html-keyboard-response","39","234227","0.0-12.0-3.0","2237","1","digit-span","true","0","","null","<div class = centerbox><div class = center-block-text><span style=""color:green"">Correct!</span></div></div>","null","feedback","","","","","","","","","","","","","","",""
"html-keyboard-response","40","235230","0.0-12.0-4.0","2237","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","41","238635","0.0-12.0-5.0","2237","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>6</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","5,6","2","","","","",""
"single-stim-button","42","242004","0.0-12.0-6.0","2237","1","digit-span","true","0","","3367","","","response","","","","","","3367","1000","test","5,6","2","SubmitButton","3367","6,5","practice","true"
"html-keyboard-response","43","243008","0.0-13.0-0.0","2237","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","44","246412","0.0-13.0-1.0","2237","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>2</div></div>"",""<div class = centerbox><div class = digit-span-text>5</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","2,5","2","","","","",""
"single-stim-button","45","250945","0.0-13.0-2.0","2237","1","digit-span","true","0","","4529","","","response","","","","","","4529","1000","test","2,5","2","SubmitButton","4529","5,2","reverse","true"
"html-keyboard-response","46","251949","0.0-13.0-3.0","2237","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>2 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","47","255354","0.0-13.0-4.0","2237","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>6</div></div>"",""<div class = centerbox><div class = digit-span-text>3</div></div>""]","[-1]","none","[1000,1000]","2400","0","test","6,3","2","","","","",""
"single-stim-button","48","258963","0.0-13.0-5.0","2237","1","digit-span","true","0","","3606","","","response","","","","","","3606","1000","test","6,3","2","SubmitButton","3606","3,6","reverse","true"
"html-keyboard-response","49","259969","0.0-14.0-0.0","2237","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
"poldrack-multi-stim-multi-response","50","264573","0.0-14.0-1.0","2237","1","digit-span","true","0","","[-1]","","","stim","","[""<div class = centerbox><div class = digit-span-text>5</div></div>"",""<div class = centerbox><div class = digit-span-text>7</div></div>"",""<div class = centerbox><div class = digit-span-text>4</div></div>""]","[-1]","none","[1000,1000,1000]","3600","0","test","5,7,4","3","","","","",""
"single-stim-button","51","273271","0.0-14.0-2.0","2237","1","digit-span","true","0","","8694","","","response","","","","","","8694","1000","test","5,7,4","3","SubmitButton","8694","4,7,5","reverse","true"
"html-keyboard-response","52","274274","0.0-14.0-3.0","2237","1","digit-span","true","0","","null","<div class = centerbox><div class = center-text>3 Digits</p></div>","null","test_intro","","","","","","","","","","","","","","",""
